#t:nan-nan ; rate:nan-nan
rate: 16541 	 duration: 502 
rate: 17832 	 duration: 500 
rate: 15023 	 duration: 508 
rate: 9892 	 duration: 501 
rate: 13536 	 duration: 500 
rate: 14136 	 duration: 500 
rate: 18168 	 duration: 500 
rate: 14568 	 duration: 500 
rate: 19272 	 duration: 500 
rate: 19608 	 duration: 500 
rate: 18000 	 duration: 500 
rate: 9240 	 duration: 500 
rate: 13056 	 duration: 500 
rate: 17136 	 duration: 500 
rate: 19968 	 duration: 500 
rate: 17040 	 duration: 500 
rate: 14184 	 duration: 500 
rate: 15089 	 duration: 501 
rate: 17640 	 duration: 500 
rate: 21360 	 duration: 500 
rate: 15696 	 duration: 500 
rate: 14304 	 duration: 500 
rate: 12456 	 duration: 500 
rate: 12744 	 duration: 500 
rate: 18288 	 duration: 500 
rate: 21456 	 duration: 500 
rate: 21072 	 duration: 500 
rate: 19104 	 duration: 500 
rate: 15936 	 duration: 500 
rate: 18119 	 duration: 504 
rate: 15216 	 duration: 500 
rate: 12358 	 duration: 502 
rate: 14491 	 duration: 501 
rate: 12600 	 duration: 500 
rate: 12408 	 duration: 500 
rate: 12408 	 duration: 500 
rate: 15120 	 duration: 500 
rate: 15168 	 duration: 500 
rate: 12312 	 duration: 500 
rate: 10488 	 duration: 500 
rate: 11333 	 duration: 504 
rate: 10386 	 duration: 528 
rate: 9504 	 duration: 500 
rate: 8616 	 duration: 500 
rate: 11664 	 duration: 500 
rate: 7848 	 duration: 500 
rate: 9552 	 duration: 500 
rate: 7320 	 duration: 500 
rate: 12288 	 duration: 500 
rate: 13601 	 duration: 502 
rate: 11163 	 duration: 502 
rate: 12168 	 duration: 500 
rate: 13680 	 duration: 500 
rate: 11163 	 duration: 502 
rate: 11736 	 duration: 500 
rate: 15616 	 duration: 501 
rate: 13248 	 duration: 500 
rate: 14688 	 duration: 500 
rate: 12571 	 duration: 504 
rate: 12096 	 duration: 500 
rate: 12312 	 duration: 500 
rate: 12862 	 duration: 501 
rate: 8768 	 duration: 505 
rate: 10227 	 duration: 501 
